300011	[본죽]미니버터쇠고기장조림 70(5입_설도)	EA	200011	장조림소스FP_1	KG	0.203
300011	[본죽]미니버터쇠고기장조림 70(5입_설도)	EA	400001	[본죽]미니버터쇠고기장조림 70_파우치	EA	5.
300011	[본죽]미니버터쇠고기장조림 70(5입_설도)	EA	500002	[본죽]미니버터쇠고기장조림 70(5입)_인박스	EA	1.
300012	[본죽]제주안심꽈리 120	EA	200008	파쇄_쇠고기_우둔_외국산	KG	0.032
300012	[본죽]제주안심꽈리 120	EA	100014	꽈리고추	KG	0.014
300012	[본죽]제주안심꽈리 120	EA	200011	장조림소스FP_1	KG	0.073
300012	[본죽]제주안심꽈리 120	EA	400003	[본죽]제주안심꽈리 120_파우치	EA	1.
300012	[본죽]제주안심꽈리 120	EA	500000	공용물류박스(중)	EA	0.02
300013	[본죽]쇠고기메추리알장조림 120(홍두께)	EA	200006	파쇄_쇠고기_홍두께_외국산	KG	0.017
300013	[본죽]쇠고기메추리알장조림 120(홍두께)	EA	100015	깐메추리알(행복담기)	KG	0.027
300013	[본죽]쇠고기메추리알장조림 120(홍두께)	EA	200011	장조림소스FP_1	KG	0.076
300013	[본죽]쇠고기메추리알장조림 120(홍두께)	EA	400004	[본죽]쇠고기메추리알장조림 120_파우치	EA	1.
300013	[본죽]쇠고기메추리알장조림 120(홍두께)	EA	500000	공용물류박스(중)	EA	0.025
300014	[본죽]쇠고기메추리알장조림 120(설도)	EA	200007	파쇄_쇠고기_설도_외국산	KG	0.017
300014	[본죽]쇠고기메추리알장조림 120(설도)	EA	100015	깐메추리알(행복담기)	KG	0.027
300014	[본죽]쇠고기메추리알장조림 120(설도)	EA	200011	장조림소스FP_1	KG	0.076
300014	[본죽]쇠고기메추리알장조림 120(설도)	EA	400004	[본죽]쇠고기메추리알장조림 120_파우치	EA	1.
300014	[본죽]쇠고기메추리알장조림 120(설도)	EA	500000	공용물류박스(중)	EA	0.02
300015	[본죽]쇠고기장조림 460_트레_낱개 반제품(홍두께)	EA	200006	파쇄_쇠고기_홍두께_외국산	KG	0.147
300015	[본죽]쇠고기장조림 460_트레_낱개 반제품(홍두께)	EA	200011	장조림소스FP_1	KG	0.313
300015	[본죽]쇠고기장조림 460_트레_낱개 반제품(홍두께)	EA	400006	[본죽]쇠고기장조림 460_트레_파우치	EA	1.
300016	[본죽]쇠고기장조림 460_트레_낱개 반제품(설도)	EA	200007	파쇄_쇠고기_설도_외국산	KG	0.147
300016	[본죽]쇠고기장조림 460_트레_낱개 반제품(설도)	EA	400006	[본죽]쇠고기장조림 460_트레_파우치	EA	1.
300016	[본죽]쇠고기장조림 460_트레_낱개 반제품(설도)	EA	200011	장조림소스FP_1	KG	0.313
300017	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(홍두께)	EA	200006	파쇄_쇠고기_홍두께_외국산	KG	1.35
300017	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(홍두께)	EA	200009	장조림소스FC	KG	1.65
300017	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(홍두께)	EA	500006	[본죽]쇠고기장조림 3kg_FC_파우치	EA	1.
300018	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(설도)	EA	200007	파쇄_쇠고기_설도_외국산	KG	1.35
300018	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(설도)	EA	200009	장조림소스FC	KG	1.65
300018	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(설도)	EA	500006	[본죽]쇠고기장조림 3kg_FC_파우치	EA	1.
300018	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(설도)	EA	500007	[본죽]쇠고기장조림 3kg_FC_물류박스	EA	0.333
300019	[본죽]소고기장조림130g 반제품(설도)	EA	200007	파쇄_쇠고기_설도_외국산	KG	0.0253
300019	[본죽]소고기장조림130g 반제품(설도)	EA	200011	장조림소스FP_1	KG	0.0846
300019	[본죽]소고기장조림130g 반제품(설도)	EA	100015	깐메추리알(행복담기)	KG	0.0199
300019	[본죽]소고기장조림130g 반제품(설도)	EA	400007	[본죽]소고기장조림 130_파우치	EA	1.
300020	[본죽]소고기장조림130g 반제품(홍두께)	EA	200006	파쇄_쇠고기_홍두께_외국산	KG	0.0253
300020	[본죽]소고기장조림130g 반제품(홍두께)	EA	200011	장조림소스FP_1	KG	0.0846
300020	[본죽]소고기장조림130g 반제품(홍두께)	EA	100015	깐메추리알(행복담기)	KG	0.0199
300020	[본죽]소고기장조림130g 반제품(홍두께)	EA	400007	[본죽]소고기장조림 130_파우치	EA	1.
310000	[본죽]미니쇠고기장조림 70g 반제품(홍두께)	EA	200006	파쇄_쇠고기_홍두께_외국산	KG	0.024
310000	[본죽]미니쇠고기장조림 70g 반제품(홍두께)	EA	200011	장조림소스FP_1	KG	0.046
310000	[본죽]미니쇠고기장조림 70g 반제품(홍두께)	EA	400000	[본죽]미니쇠고기장조림 70_파우치	EA	1.
320000	[본죽]미니쇠고기장조림 70g 반제품(설도)	EA	200007	파쇄_쇠고기_설도_외국산	KG	0.024
320000	[본죽]미니쇠고기장조림 70g 반제품(설도)	EA	200011	장조림소스FP_1	KG	0.046
320000	[본죽]미니쇠고기장조림 70g 반제품(설도)	EA	400000	[본죽]미니쇠고기장조림 70_파우치	EA	1.
320001	[본죽]쇠고기장조림 120g 반제품 (우둔)	EA	200008	파쇄_쇠고기_우둔_외국산	KG	0.03
320001	[본죽]쇠고기장조림 120g 반제품 (우둔)	EA	200011	장조림소스FP_1	KG	0.09
320001	[본죽]쇠고기장조림 120g 반제품 (우둔)	EA	400002	[본죽]쇠고기장조림 120_파우치	EA	1.
320002	[본죽]소고기장조림130g 반제품(우둔)	EA	200008	파쇄_쇠고기_우둔_외국산	KG	0.0253
320002	[본죽]소고기장조림130g 반제품(우둔)	EA	200011	장조림소스FP_1	KG	0.0846
320002	[본죽]소고기장조림130g 반제품(우둔)	EA	100015	깐메추리알(행복담기)	KG	0.0199
320002	[본죽]소고기장조림130g 반제품(우둔)	EA	400007	[본죽]소고기장조림 130_파우치	EA	1.
320003	[본죽]미니쇠고기장조림 70g 반제품(우둔)	EA	200008	파쇄_쇠고기_우둔_외국산	KG	0.024
320003	[본죽]미니쇠고기장조림 70g 반제품(우둔)	EA	200011	장조림소스FP_1	KG	0.046
320003	[본죽]미니쇠고기장조림 70g 반제품(우둔)	EA	400000	[본죽]미니쇠고기장조림 70_파우치	EA	1.
320004	[본죽]쇠고기장조림 170_코코_낱개 반제품(우둔)	EA	200008	파쇄_쇠고기_우둔_외국산	KG	0.054
320004	[본죽]쇠고기장조림 170_코코_낱개 반제품(우둔)	EA	200011	장조림소스FP_1	KG	0.116
320004	[본죽]쇠고기장조림 170_코코_낱개 반제품(우둔)	EA	400005	[본죽]쇠고기장조림 170_코코_파우치	EA	1.
320005	[본죽]쇠고기장조림 460_트레_낱개 반제품(우둔)	EA	200008	파쇄_쇠고기_우둔_외국산	KG	0.147
320005	[본죽]쇠고기장조림 460_트레_낱개 반제품(우둔)	EA	400006	[본죽]쇠고기장조림 460_트레_파우치	EA	1.
320005	[본죽]쇠고기장조림 460_트레_낱개 반제품(우둔)	EA	200011	장조림소스FP_1	KG	0.313
320006	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(우둔)	EA	200008	파쇄_쇠고기_우둔_외국산	KG	1.35
320006	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(우둔)	EA	200009	장조림소스FC	KG	1.65
320006	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(우둔)	EA	500006	[본죽]쇠고기장조림 3kg_FC_파우치	EA	1.
320006	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(우둔)	EA	500007	[본죽]쇠고기장조림 3kg_FC_물류박스	EA	0.333
320007	[본죽]메추리알장조림 180g(반제품)	EA	100015	깐메추리알(행복담기)	KG	0.09
320007	[본죽]메추리알장조림 180g(반제품)	EA	200011	장조림소스FP_1	KG	0.09
320007	[본죽]메추리알장조림 180g(반제품)	EA	500012	[본죽]메추리알장조림 180_파우치	EA	1.
320008	[본죽]리뉴얼 미니쇠고기장조림 70g 반제품(설도)	EA	200007	파쇄_쇠고기_설도_외국산	KG	0.019
320008	[본죽]리뉴얼 미니쇠고기장조림 70g 반제품(설도)	EA	200011	장조림소스FP_1	KG	0.051
320008	[본죽]리뉴얼 미니쇠고기장조림 70g 반제품(설도)	EA	400008	[본죽]리뉴얼 미니쇠고기장조림 70_파우치	EA	1.
600001	[본죽]미니쇠고기장조림 70g (5입_설도)	EA	500001	[본죽]미니쇠고기장조림 70(5입)_인박스	EA	1.
600001	[본죽]미니쇠고기장조림 70g (5입_설도)	EA	320000	[본죽]미니쇠고기장조림 70g 반제품(설도)	EA	5.
600003	[본죽]미니쇠고기장조림 70g 낱개(설도)	EA	500008	미니 36개입박스	EA	0.028
600003	[본죽]미니쇠고기장조림 70g 낱개(설도)	EA	320000	[본죽]미니쇠고기장조림 70g 반제품(설도)	EA	1.
600006	[본죽]쇠고기장조림 170_코코_4입(홍두께)	EA	500004	[본죽]쇠고기장조림 170_코코_인박스	EA	1.
600006	[본죽]쇠고기장조림 170_코코_4입(홍두께)	EA	500005	[본죽]쇠고기장조림 170_코코_트레이	EA	0.1
600006	[본죽]쇠고기장조림 170_코코_4입(홍두께)	EA	300006	[본죽]쇠고기장조림 170_코코_낱개 반제품(홍두께)	EA	4.
600007	[본죽]쇠고기장조림 170_코코_4입(설도)	EA	500004	[본죽]쇠고기장조림 170_코코_인박스	EA	1.
600007	[본죽]쇠고기장조림 170_코코_4입(설도)	EA	500005	[본죽]쇠고기장조림 170_코코_트레이	EA	0.1
600007	[본죽]쇠고기장조림 170_코코_4입(설도)	EA	300007	[본죽]쇠고기장조림 170_코코_낱개 반제품(설도)	EA	4.
600010	[본죽]쇠고기장조림 130g 낱개(설도)	EA	500000	공용물류박스(중)	EA	0.02
600010	[본죽]쇠고기장조림 130g 낱개(설도)	EA	300019	[본죽]소고기장조림130g 반제품(설도)	EA	1.
600013	[본죽]쇠고기장조림 120g 낱개(설도)	EA	500000	공용물류박스(중)	EA	0.02
600013	[본죽]쇠고기장조림 120g 낱개(설도)	EA	300005	[본죽]쇠고기장조림 120g 반제품 (설도)	EA	1.
600014	[본죽]쇠고기장조림 130g 마트용 낱개(설도)	EA	500010	시그니처 소고기장조림 130_마트용 트레이	EA	0.1
600014	[본죽]쇠고기장조림 130g 마트용 낱개(설도)	EA	500009	시그니처 소고기장조림 130_마트용 외박스	EA	0.05
600014	[본죽]쇠고기장조림 130g 마트용 낱개(설도)	EA	300019	[본죽]소고기장조림130g 반제품(설도)	EA	1.
600015	[본죽]쇠고기장조림 460_트레(설도)	EA	500003	[본죽]쇠고기장조림 460_트레_인박스	EA	0.077
600015	[본죽]쇠고기장조림 460_트레(설도)	EA	300016	[본죽]쇠고기장조림 460_트레_낱개 반제품(설도)	EA	1.
